id,real_construction_probability,is_likely_real
585,0.6009812,1
586,0.6009812,1
587,0.79226935,1
588,0.6009812,1
589,0.6009812,1
590,0.6009812,1
591,0.6009812,1
592,0.6009812,1
593,0.79226935,1
594,0.6009812,1
595,0.6009812,1
596,0.79226935,1
597,0.6009812,1
598,0.6009812,1
599,0.6009812,1
600,0.6009812,1
601,0.6009812,1
602,0.6009812,1
603,0.8062388,1
604,0.6009812,1
605,0.6009812,1
606,0.6009812,1
607,0.6009812,1
608,0.6009812,1
609,0.6009812,1
610,0.6009812,1
611,0.6009812,1
612,0.6009812,1
613,0.79226935,1
614,0.79226935,1
615,0.6009812,1
616,0.6009812,1
617,0.79226935,1
618,0.6009812,1
619,0.7184561,1
620,0.6009812,1
621,0.6009812,1
622,0.8062388,1
623,0.6009812,1
624,0.6009812,1
625,0.6009812,1
626,0.6009812,1
627,0.6009812,1
628,0.88602626,1
629,0.8062388,1
630,0.6009812,1
631,0.42035365,0
632,0.6009812,1
633,0.6009812,1
634,0.6009812,1
635,0.6009812,1
636,0.6009812,1
637,0.6009812,1
638,0.6009812,1
639,0.6009812,1
640,0.6009812,1
641,0.8062388,1
642,0.6009812,1
643,0.6009812,1
644,0.6009812,1
645,0.7184561,1
646,0.6009812,1
647,0.6009812,1
648,0.8062388,1
649,0.8062388,1
650,0.6009812,1
651,0.6009812,1
652,0.7721821,1
653,0.6009812,1
654,0.7184561,1
655,0.8681606,1
656,0.6009812,1
657,0.79226935,1
658,0.6009812,1
659,0.7184561,1
660,0.7184561,1
661,0.6009812,1
662,0.6009812,1
663,0.6009812,1
664,0.6009812,1
665,0.6009812,1
666,0.6009812,1
667,0.6009812,1
668,0.6009812,1
669,0.7184561,1
670,0.6009812,1
671,0.6009812,1
672,0.6009812,1
673,0.88602626,1
674,0.6009812,1
675,0.6009812,1
676,0.7184561,1
677,0.6009812,1
678,0.6009812,1
679,0.8062388,1
680,0.6009812,1
681,0.6009812,1
682,0.6009812,1
683,0.87718797,1
684,0.6009812,1
685,0.6009812,1
